24498,2016,PA385,\\lais\landreg$\PoA\2016\PA385_2016.pdf,AV
24502,2016,PA148,\\lais\landreg$\PoA\2016\PA148_2016.pdf,RJ
24508,2016,PA401,\\lais\landreg$\PoA\2016\PA401_2016.pdf,RJ
24516,2016,PA368,\\lais\landreg$\PoA\2016\PA368_2016.pdf,RJ
24536,2016,PA281,\\lais\landreg$\PoA\2016\PA281_2016.pdf,RJ
24542,2016,PA310,\\lais\landreg$\PoA\2016\PA310_2016.pdf,RJ
24549,2016,PA385,\\lais\landreg$\PoA\2016\PA385_2016.pdf,RJ
24557,2016,PA375,\\lais\landreg$\PoA\2016\PA375_2016.pdf,RJ
24587,2016,PA477,\\lais\landreg$\PoA\2016\PA477_2016.pdf,RJ
24601,2015,PA893,\\lais\landreg$\PoA\2015\PA893_2015.pdf,RJ
24675,2003,PA637,\\lais\landreg$\PoA\2003\PA637_2003.pdf,RJ
24709,2016,PA545,\\lais\landreg$\PoA\2016\PA545_2016.pdf,RJ
24710,2016,PA549,\\lais\landreg$\PoA\2016\PA549_2016.pdf,RJ
24727,2016,PA654,\\lais\landreg$\PoA\2016\PA654_2016.pdf,RJ
24744,2016,PA742,\\lais\landreg$\PoA\2016\PA742_2016.pdf,RJ
24985,2016,PA877,\\lais\landreg$\PoA\2016\PA877_2016.pdf,AV
25067,2017,PA33,\\lais\landreg$\PoA\2017\PA33_2017.pdf,AV
25106,2017,PA46,\\lais\landreg$\PoA\2017\PA46_2017.pdf,AV
25117,2017,PA35,\\lais\landreg$\PoA\2017\PA35_2017.pdf,AV
25129,2017,PA52,\\lais\landreg$\PoA\2017\PA52_2017.pdf,AV
25155,2017,PA67,\\lais\landreg$\PoA\2017\PA67_2017.pdf,AV
25167,2017,PA178,\\lais\landreg$\PoA\2017\PA178_2017.pdf,AV
25172,2017,PA84,\\lais\landreg$\PoA\2017\PA84_2017.pdf,AV
25182,2017,PA180,\\lais\landreg$\PoA\2017\PA180_2017.pdf,AV
25193,2017,PA182,\\lais\landreg$\PoA\2017\PA182_2017.pdf,AV
25197,2017,PA181,\\lais\landreg$\PoA\2017\PA181_2017.pdf,AV
25198,2017,PA180,\\lais\landreg$\PoA\2017\PA180_2017.pdf,AV
25208,2017,PA143,\\lais\landreg$\PoA\2017\PA143_2017.pdf,AV
25216,2017,PA142,\\lais\landreg$\PoA\2017\PA142_2017.pdf,AV
25224,2017,PA181,\\lais\landreg$\PoA\2017\PA181_2017.pdf,AV
25235,2017,PA128,\\lais\landreg$\PoA\2017\PA128_2017.pdf,AV
25238,2017,PA143,\\lais\landreg$\PoA\2017\PA143_2017.pdf,AV
25239,2017,PA72,\\lais\landreg$\PoA\2017\PA72_2017.pdf,AV
25245,2017,PA121,\\lais\landreg$\PoA\2017\PA121_2017.pdf,AV
25264,2017,PA339,\\lais\landreg$\PoA\2017\PA339_2017.pdf,AV
25277,2017,PA356,\\lais\landreg$\PoA\2017\PA356_2017.pdf,AV
25278,2017,PA353,\\lais\landreg$\PoA\2017\PA353_2017.pdf,AV
25279,2017,PA345,\\lais\landreg$\PoA\2017\PA345_2017.pdf,AV
25282,2017,PA269,\\lais\landreg$\PoA\2017\PA269_2017.pdf,AV
25288,2017,PA308,\\lais\landreg$\PoA\2017\PA308_2017.pdf,AV
25293,2017,PA322,\\lais\landreg$\PoA\2017\PA322_2017.pdf,AV
25294,2017,PA230,\\lais\landreg$\PoA\2017\PA230_2017.pdf,AV
25301,2017,PA275,\\lais\landreg$\PoA\2017\PA275_2017.pdf,AV
25305,2017,PA310,\\lais\landreg$\PoA\2017\PA310_2017.pdf,AV
25309,2017,PA261,\\lais\landreg$\PoA\2017\PA261_2017.pdf,AV
25314,2017,PA346,\\lais\landreg$\PoA\2017\PA346_2017.pdf,AV
25315,2017,PA338,\\lais\landreg$\PoA\2017\PA338_2017.pdf,AV
25317,2017,PA349,\\lais\landreg$\PoA\2017\PA349_2017.pdf,AV
25319,2017,PA342,\\lais\landreg$\PoA\2017\PA342_2017.pdf,AV
25322,2017,PA337,\\lais\landreg$\PoA\2017\PA337_2017.pdf,AV
25326,2017,PA267,\\lais\landreg$\PoA\2017\PA267_2017.pdf,AV
25328,2017,PA266,\\lais\landreg$\PoA\2017\PA266_2017.pdf,AV
25332,2017,PA264,\\lais\landreg$\PoA\2017\PA264_2017.pdf,AV
25333,2017,PA265,\\lais\landreg$\PoA\2017\PA265_2017.pdf,AV
25344,2017,PA238,\\lais\landreg$\PoA\2017\PA238_2017.pdf,AV
25348,2012,PA46,\\lais\landreg$\PoA\2012\PA46_2012.pdf,AV
25349,2017,PA178,\\lais\landreg$\PoA\2017\PA178_2017.pdf,AV
25358,2017,PA250,\\lais\landreg$\PoA\2017\PA250_2017.pdf,AV
25360,2017,PA258,\\lais\landreg$\PoA\2017\PA258_2017.pdf,AV
25364,2017,PA57,\\lais\landreg$\PoA\2017\PA57_2017.pdf,AV
25367,2017,PA223,\\lais\landreg$\PoA\2017\PA223_2017.pdf,AV
25368,2017,PA222,\\lais\landreg$\PoA\2017\PA222_2017.pdf,AV
25376,2017,PA303,\\lais\landreg$\PoA\2017\PA303_2017.pdf,AV
25380,2017,PA295,\\lais\landreg$\PoA\2017\PA295_2017.pdf,AV
25384,2017,PA277,\\lais\landreg$\PoA\2017\PA277_2017.pdf,AV
25409,2017,PA246,\\lais\landreg$\PoA\2017\PA246_2017.pdf,AV
25413,2017,PA199,\\lais\landreg$\PoA\2017\PA199_2017.pdf,AV
25436,2017,PA225,\\lais\landreg$\PoA\2017\PA225_2017.pdf,AV
25438,2017,PA206,\\lais\landreg$\PoA\2017\PA206_2017.pdf,AV
25443,2017,PA215,\\lais\landreg$\PoA\2017\PA215_2017.pdf,AV
25449,2017,PA218,\\lais\landreg$\PoA\2017\PA218_2017.pdf,AV
25458,2017,PA351,\\lais\landreg$\PoA\2017\PA351_2017.pdf,AV
25467,2017,PA396,\\lais\landreg$\PoA\2017\PA396_2017.pdf,AV
25517,2017,PA402,\\lais\landreg$\PoA\2017\PA402_2017.pdf,AV
25518,2016,PA724,\\lais\landreg$\PoA\2016\PA724_2016.pdf,AV
25527,2009,PA335,\\lais\landreg$\PoA\2009\PA335_2009.pdf,AV
25598,2009,PA670,\\lais\landreg$\PoA\2009\PA670_2009.pdf,AV
25570,2016,PA311,\\lais\landreg$\PoA\2016\PA311_2016.pdf,AV
25601,2012,PA750,\\lais\landreg$\PoA\2012\PA750_2012.pdf,AV
25603,2013,PA797,\\lais\landreg$\PoA\2013\PA797_2013.pdf,AV
25635,2005,PA319,\\lais\landreg$\PoA\2005\PA319_2005.pdf,AV
27,2017,PA477,\\lais\landreg$\PoA\2017\PA477_2017.pdf,RJ
25990,2003,PA637,\\lais\landreg$\PoA\2003\PA637_2003.pdf,AV
23760,2015,PA592,\\lais\landreg$\PoA\2015\PA592_2015.pdf,RJ
23809,2015,PA636,\\lais\landreg$\PoA\2015\PA636_2015.pdf,RJ
24514,2016,PA375,\\lais\landreg$\PoA\2016\PA375_2016.pdf,AV
1242,1989,PA367,\\lais\landreg$\PoA\1989\PA367_1989.pdf,VF
1243,1989,PA366,\\lais\landreg$\PoA\1989\PA366_1989.pdf,VF
1361,1989,PA410,\\lais\landreg$\PoA\1989\PA410_1989.pdf,VF
1439,1989,PA474,\\lais\landreg$\PoA\1989\PA474_1989.pdf,VF
25440,2017,PA214,\\lais\landreg$\PoA\2017\PA214_2017.pdf,AV
25403,2017,PA247,\\lais\landreg$\PoA\2017\PA247_2017.pdf,AV
25506,2017,PA399,\\lais\landreg$\PoA\2017\PA399_2017.pdf,AV
1478,1989,PA562,\\lais\landreg$\PoA\1989\PA562_1989.pdf,VF
966,1989,PA50,\\lais\landreg$\PoA\1989\PA50_1989.pdf,VF
967,1989,PA49,\\lais\landreg$\PoA\1989\PA49_1989.pdf,VF
968,1989,PA48,\\lais\landreg$\PoA\1989\PA48_1989.pdf,VF
969,1989,PA47,\\lais\landreg$\PoA\1989\PA47_1989.pdf,VF
970,1989,PA46,\\lais\landreg$\PoA\1989\PA46_1989.pdf,VF
971,1989,PA45,\\lais\landreg$\PoA\1989\PA45_1989.pdf,VF
972,1989,PA44,\\lais\landreg$\PoA\1989\PA44_1989.pdf,VF
973,1989,PA43,\\lais\landreg$\PoA\1989\PA43_1989.pdf,VF
974,1989,PA41,\\lais\landreg$\PoA\1989\PA41_1989.pdf,VF
975,1989,PA40,\\lais\landreg$\PoA\1989\PA40_1989.pdf,VF
979,1989,PA38,\\lais\landreg$\PoA\1989\PA38_1989.pdf,VF
981,1989,PA37,\\lais\landreg$\PoA\1989\PA37_1989.pdf,VF
982,1989,PA36,\\lais\landreg$\PoA\1989\PA36_1989.pdf,VF
983,1989,PA35,\\lais\landreg$\PoA\1989\PA35_1989.pdf,VF
984,1989,PA34,\\lais\landreg$\PoA\1989\PA34_1989.pdf,VF
990,1989,PA31,\\lais\landreg$\PoA\1989\PA31_1989.pdf,VF
991,1989,PA32,\\lais\landreg$\PoA\1989\PA32_1989.pdf,VF
992,1989,PA30,\\lais\landreg$\PoA\1989\PA30_1989.pdf,VF
993,1989,PA29,\\lais\landreg$\PoA\1989\PA29_1989.pdf,VF
1031,1989,PA8,\\lais\landreg$\PoA\1989\PA8_1989.pdf,VF
1038,1989,PA6,\\lais\landreg$\PoA\1989\PA6_1989.pdf,VF
1039,1989,PA5,\\lais\landreg$\PoA\1989\PA5_1989.pdf,VF
1041,1989,PA4,\\lais\landreg$\PoA\1989\PA4_1989.pdf,VF
1042,1989,PA3,\\lais\landreg$\PoA\1989\PA3_1989.pdf,VF
1043,1989,PA2,\\lais\landreg$\PoA\1989\PA2_1989.pdf,VF
1049,1989,PA98,\\lais\landreg$\PoA\1989\PA98_1989.pdf,VF
1051,1989,PA97,\\lais\landreg$\PoA\1989\PA97_1989.pdf,VF
1052,1989,PA96,\\lais\landreg$\PoA\1989\PA96_1989.pdf,VF
1053,1989,PA95,\\lais\landreg$\PoA\1989\PA95_1989.pdf,VF
1054,1989,PA94,\\lais\landreg$\PoA\1989\PA94_1989.pdf,VF
1056,1989,PA93,\\lais\landreg$\PoA\1989\PA93_1989.pdf,VF
1057,1989,PA92,\\lais\landreg$\PoA\1989\PA92_1989.pdf,VF
1059,1989,PA91,\\lais\landreg$\PoA\1989\PA91_1989.pdf,VF
1061,1989,PA89,\\lais\landreg$\PoA\1989\PA89_1989.pdf,VF
1063,1989,PA88,\\lais\landreg$\PoA\1989\PA88_1989.pdf,VF
1064,1989,PA87,\\lais\landreg$\PoA\1989\PA87_1989.pdf,VF
1066,1989,PA86,\\lais\landreg$\PoA\1989\PA86_1989.pdf,VF
1068,1989,PA85,\\lais\landreg$\PoA\1989\PA85_1989.pdf,VF
1069,1989,PA83,\\lais\landreg$\PoA\1989\PA83_1989.pdf,VF
1070,1989,PA9,\\lais\landreg$\PoA\1989\PA9_1989.pdf,VF
1072,1989,PA82,\\lais\landreg$\PoA\1989\PA82_1989.pdf,VF
1074,1989,PA81,\\lais\landreg$\PoA\1989\PA81_1989.pdf,VF
1076,1989,PA80,\\lais\landreg$\PoA\1989\PA80_1989.pdf,VF
1077,1989,PA79,\\lais\landreg$\PoA\1989\PA79_1989.pdf,VF
1079,1989,PA78,\\lais\landreg$\PoA\1989\PA78_1989.pdf,VF
1081,1989,PA77,\\lais\landreg$\PoA\1989\PA77_1989.pdf,VF
1083,1989,PA76,\\lais\landreg$\PoA\1989\PA76_1989.pdf,VF
1086,1989,PA75,\\lais\landreg$\PoA\1989\PA75_1989.pdf,VF
1087,1989,PA74,\\lais\landreg$\PoA\1989\PA74_1989.pdf,VF
1089,1989,PA73,\\lais\landreg$\PoA\1989\PA73_1989.pdf,VF
1091,1989,PA72,\\lais\landreg$\PoA\1989\PA72_1989.pdf,VF
1092,1989,PA7,\\lais\landreg$\PoA\1989\PA7_1989.pdf,VF
1094,1989,PA70,\\lais\landreg$\PoA\1989\PA70_1989.pdf,VF
1096,1989,PA69,\\lais\landreg$\PoA\1989\PA69_1989.pdf,VF
1097,1989,PA68,\\lais\landreg$\PoA\1989\PA68_1989.pdf,VF
1098,1989,PA67,\\lais\landreg$\PoA\1989\PA67_1989.pdf,VF
1100,1989,PA66,\\lais\landreg$\PoA\1989\PA66_1989.pdf,VF
1101,1989,PA65,\\lais\landreg$\PoA\1989\PA65_1989.pdf,VF
1103,1989,PA64,\\lais\landreg$\PoA\1989\PA64_1989.pdf,VF
1104,1989,PA63,\\lais\landreg$\PoA\1989\PA63_1989.pdf,VF
1105,1989,PA62,\\lais\landreg$\PoA\1989\PA62_1989.pdf,VF
1106,1989,PA61,\\lais\landreg$\PoA\1989\PA61_1989.pdf,VF
1107,1989,PA60,\\lais\landreg$\PoA\1989\PA60_1989.pdf,VF
1108,1989,PA59,\\lais\landreg$\PoA\1989\PA59_1989.pdf,VF
1110,1989,PA58,\\lais\landreg$\PoA\1989\PA58_1989.pdf,VF
1111,1989,PA57,\\lais\landreg$\PoA\1989\PA57_1989.pdf,VF
1112,1989,PA56,\\lais\landreg$\PoA\1989\PA56_1989.pdf,VF
1113,1989,PA55,\\lais\landreg$\PoA\1989\PA55_1989.pdf,VF
1114,1989,PA54,\\lais\landreg$\PoA\1989\PA54_1989.pdf,VF
1116,1989,PA53,\\lais\landreg$\PoA\1989\PA53_1989.pdf,VF
1121,1989,PA51,\\lais\landreg$\PoA\1989\PA51_1989.pdf,VF
1157,1989,PA90,\\lais\landreg$\PoA\1989\PA90_1989.pdf,VF
1158,1989,PA99,\\lais\landreg$\PoA\1989\PA99_1989.pdf,VF
1159,1989,PA42,\\lais\landreg$\PoA\1989\PA42_1989.pdf,VF
1160,1989,PA33,\\lais\landreg$\PoA\1989\PA33_1989.pdf,VF
1394,1989,PA408,\\lais\landreg$\PoA\1989\PA408_1989.pdf,VF
1210,1989,PA395,\\lais\landreg$\PoA\1989\PA395_1989.pdf,VF
1213,1989,PA394,\\lais\landreg$\PoA\1989\PA394_1989.pdf,VF
1214,1989,PA393,\\lais\landreg$\PoA\1989\PA393_1989.pdf,VF
1215,1989,PA392,\\lais\landreg$\PoA\1989\PA392_1989.pdf,VF
1216,1989,PA391,\\lais\landreg$\PoA\1989\PA391_1989.pdf,VF
1217,1989,PA390,\\lais\landreg$\PoA\1989\PA390_1989.pdf,VF
1218,1989,PA389,\\lais\landreg$\PoA\1989\PA389_1989.pdf,VF
1219,1989,PA387,\\lais\landreg$\PoA\1989\PA387_1989.pdf,VF
1220,1989,PA385,\\lais\landreg$\PoA\1989\PA385_1989.pdf,VF
1221,1989,PA384,\\lais\landreg$\PoA\1989\PA384_1989.pdf,VF
1222,1989,PA383,\\lais\landreg$\PoA\1989\PA383_1989.pdf,VF
1223,1989,PA382,\\lais\landreg$\PoA\1989\PA382_1989.pdf,VF
1224,1989,PA381,\\lais\landreg$\PoA\1989\PA381_1989.pdf,VF
1225,1989,PA300,\\lais\landreg$\PoA\1989\PA300_1989.pdf,VF
1226,1989,PA299,\\lais\landreg$\PoA\1989\PA299_1989.pdf,VF
1227,1989,PA297,\\lais\landreg$\PoA\1989\PA297_1989.pdf,VF
1228,1989,PA298,\\lais\landreg$\PoA\1989\PA298_1989.pdf,VF
1229,1989,PA380,\\lais\landreg$\PoA\1989\PA380_1989.pdf,VF
1230,1989,PA379,\\lais\landreg$\PoA\1989\PA379_1989.pdf,VF
1231,1989,PA296,\\lais\landreg$\PoA\1989\PA296_1989.pdf,VF
1232,1989,PA378,\\lais\landreg$\PoA\1989\PA378_1989.pdf,VF
1233,1989,PA295,\\lais\landreg$\PoA\1989\PA295_1989.pdf,VF
1234,1989,PA377,\\lais\landreg$\PoA\1989\PA377_1989.pdf,VF
1235,1989,PA375,\\lais\landreg$\PoA\1989\PA375_1989.pdf,VF
1236,1989,PA374,\\lais\landreg$\PoA\1989\PA374_1989.pdf,VF
1237,1989,PA372,\\lais\landreg$\PoA\1989\PA372_1989.pdf,VF
1238,1989,PA371,\\lais\landreg$\PoA\1989\PA371_1989.pdf,VF
1239,1989,PA370,\\lais\landreg$\PoA\1989\PA370_1989.pdf,VF
1240,1989,PA369,\\lais\landreg$\PoA\1989\PA369_1989.pdf,VF
1241,1989,PA293,\\lais\landreg$\PoA\1989\PA293_1989.pdf,VF
1244,1989,PA365,\\lais\landreg$\PoA\1989\PA365_1989.pdf,VF
1246,1989,PA360,\\lais\landreg$\PoA\1989\PA360_1989.pdf,VF
1248,1989,PA363,\\lais\landreg$\PoA\1989\PA363_1989.pdf,VF
1249,1989,PA362,\\lais\landreg$\PoA\1989\PA362_1989.pdf,VF
1250,1989,PA359,\\lais\landreg$\PoA\1989\PA359_1989.pdf,VF
1252,1989,PA358,\\lais\landreg$\PoA\1989\PA358_1989.pdf,VF
1254,1989,PA357,\\lais\landreg$\PoA\1989\PA357_1989.pdf,VF
1255,1989,PA356,\\lais\landreg$\PoA\1989\PA356_1989.pdf,VF
1258,1989,PA352,\\lais\landreg$\PoA\1989\PA352_1989.pdf,VF
1259,1989,PA354,\\lais\landreg$\PoA\1989\PA354_1989.pdf,VF
1261,1989,PA353,\\lais\landreg$\PoA\1989\PA353_1989.pdf,VF
1262,1989,PA361,\\lais\landreg$\PoA\1989\PA361_1989.pdf,VF
1264,1989,PA368,\\lais\landreg$\PoA\1989\PA368_1989.pdf,VF
1265,1989,PA373,\\lais\landreg$\PoA\1989\PA373_1989.pdf,VF
1272,1989,PA294,\\lais\landreg$\PoA\1989\PA294_1989.pdf,VF
1274,1989,PA388,\\lais\landreg$\PoA\1989\PA388_1989.pdf,VF
1275,1989,PA345,\\lais\landreg$\PoA\1989\PA345_1989.pdf,VF
1286,1989,PA326,\\lais\landreg$\PoA\1989\PA326_1989.pdf,VF
1289,1989,PA324,\\lais\landreg$\PoA\1989\PA324_1989.pdf,VF
1290,1989,PA327,\\lais\landreg$\PoA\1989\PA327_1989.pdf,VF
1307,1989,PA441,\\lais\landreg$\PoA\1989\PA441_1989.pdf,VF
1308,1989,PA400,\\lais\landreg$\PoA\1989\PA400_1989.pdf,VF
1309,1989,PA440,\\lais\landreg$\PoA\1989\PA440_1989.pdf,VF
1310,1989,PA439,\\lais\landreg$\PoA\1989\PA439_1989.pdf,VF
1311,1989,PA438,\\lais\landreg$\PoA\1989\PA438_1989.pdf,VF
1312,1989,PA437,\\lais\landreg$\PoA\1989\PA437_1989.pdf,VF
1313,1989,PA436,\\lais\landreg$\PoA\1989\PA436_1989.pdf,VF
1314,1989,PA548,\\lais\landreg$\PoA\1989\PA548_1989.pdf,VF
1315,1989,PA433,\\lais\landreg$\PoA\1989\PA433_1989.pdf,VF
1316,1989,PA432,\\lais\landreg$\PoA\1989\PA432_1989.pdf,VF
1317,1989,PA431,\\lais\landreg$\PoA\1989\PA431_1989.pdf,VF
1318,1989,PA430,\\lais\landreg$\PoA\1989\PA430_1989.pdf,VF
1319,1989,PA429,\\lais\landreg$\PoA\1989\PA429_1989.pdf,VF
1320,1989,PA428,\\lais\landreg$\PoA\1989\PA428_1989.pdf,VF
1321,1989,PA427,\\lais\landreg$\PoA\1989\PA427_1989.pdf,VF
1322,1989,PA426,\\lais\landreg$\PoA\1989\PA426_1989.pdf,VF
1323,1989,PA550,\\lais\landreg$\PoA\1989\PA550_1989.pdf,VF
1324,1989,PA425,\\lais\landreg$\PoA\1989\PA425_1989.pdf,VF
1325,1989,PA549,\\lais\landreg$\PoA\1989\PA549_1989.pdf,VF
1326,1989,PA424,\\lais\landreg$\PoA\1989\PA424_1989.pdf,VF
1327,1989,PA546,\\lais\landreg$\PoA\1989\PA546_1989.pdf,VF
1328,1989,PA423,\\lais\landreg$\PoA\1989\PA423_1989.pdf,VF
1329,1989,PA545,\\lais\landreg$\PoA\1989\PA545_1989.pdf,VF
1330,1989,PA422,\\lais\landreg$\PoA\1989\PA422_1989.pdf,VF
1331,1989,PA544,\\lais\landreg$\PoA\1989\PA544_1989.pdf,VF
1332,1989,PA543,\\lais\landreg$\PoA\1989\PA543_1989.pdf,VF
1333,1989,PA421,\\lais\landreg$\PoA\1989\PA421_1989.pdf,VF
1334,1989,PA542,\\lais\landreg$\PoA\1989\PA542_1989.pdf,VF
1335,1989,PA541,\\lais\landreg$\PoA\1989\PA541_1989.pdf,VF
1336,1989,PA420,\\lais\landreg$\PoA\1989\PA420_1989.pdf,VF
1337,1989,PA540,\\lais\landreg$\PoA\1989\PA540_1989.pdf,VF
1338,1989,PA419,\\lais\landreg$\PoA\1989\PA419_1989.pdf,VF
1339,1989,PA539,\\lais\landreg$\PoA\1989\PA539_1989.pdf,VF
1340,1989,PA538,\\lais\landreg$\PoA\1989\PA538_1989.pdf,VF
1341,1989,PA418,\\lais\landreg$\PoA\1989\PA418_1989.pdf,VF
1342,1989,PA537,\\lais\landreg$\PoA\1989\PA537_1989.pdf,VF
1343,1989,PA417,\\lais\landreg$\PoA\1989\PA417_1989.pdf,VF
1344,1989,PA536,\\lais\landreg$\PoA\1989\PA536_1989.pdf,VF
1345,1989,PA416,\\lais\landreg$\PoA\1989\PA416_1989.pdf,VF
1346,1989,PA535,\\lais\landreg$\PoA\1989\PA535_1989.pdf,VF
1347,1989,PA534,\\lais\landreg$\PoA\1989\PA534_1989.pdf,VF
1348,1989,PA415,\\lais\landreg$\PoA\1989\PA415_1989.pdf,VF
1349,1989,PA533,\\lais\landreg$\PoA\1989\PA533_1989.pdf,VF
1350,1989,PA414,\\lais\landreg$\PoA\1989\PA414_1989.pdf,VF
1351,1989,PA531,\\lais\landreg$\PoA\1989\PA531_1989.pdf,VF
1352,1989,PA413,\\lais\landreg$\PoA\1989\PA413_1989.pdf,VF
1353,1989,PA530,\\lais\landreg$\PoA\1989\PA530_1989.pdf,VF
1354,1989,PA529,\\lais\landreg$\PoA\1989\PA529_1989.pdf,VF
1355,1989,PA528,\\lais\landreg$\PoA\1989\PA528_1989.pdf,VF
1356,1989,PA412,\\lais\landreg$\PoA\1989\PA412_1989.pdf,VF
1357,1989,PA527,\\lais\landreg$\PoA\1989\PA527_1989.pdf,VF
1358,1989,PA526,\\lais\landreg$\PoA\1989\PA526_1989.pdf,VF
1359,1989,PA411,\\lais\landreg$\PoA\1989\PA411_1989.pdf,VF
1360,1989,PA525,\\lais\landreg$\PoA\1989\PA525_1989.pdf,VF
1362,1989,PA409,\\lais\landreg$\PoA\1989\PA409_1989.pdf,VF
1363,1989,PA524,\\lais\landreg$\PoA\1989\PA524_1989.pdf,VF
1364,1989,PA407,\\lais\landreg$\PoA\1989\PA407_1989.pdf,VF
1365,1989,PA523,\\lais\landreg$\PoA\1989\PA523_1989.pdf,VF
1366,1989,PA406,\\lais\landreg$\PoA\1989\PA406_1989.pdf,VF
1367,1989,PA522,\\lais\landreg$\PoA\1989\PA522_1989.pdf,VF
1368,1989,PA405,\\lais\landreg$\PoA\1989\PA405_1989.pdf,VF
1369,1989,PA521,\\lais\landreg$\PoA\1989\PA521_1989.pdf,VF
1370,1989,PA404,\\lais\landreg$\PoA\1989\PA404_1989.pdf,VF
1371,1989,PA520,\\lais\landreg$\PoA\1989\PA520_1989.pdf,VF
1372,1989,PA519,\\lais\landreg$\PoA\1989\PA519_1989.pdf,VF
1373,1989,PA518,\\lais\landreg$\PoA\1989\PA518_1989.pdf,VF
1374,1989,PA517,\\lais\landreg$\PoA\1989\PA517_1989.pdf,VF
1375,1989,PA516,\\lais\landreg$\PoA\1989\PA516_1989.pdf,VF
1376,1989,PA515,\\lais\landreg$\PoA\1989\PA515_1989.pdf,VF
1377,1989,PA403,\\lais\landreg$\PoA\1989\PA403_1989.pdf,VF
1378,1989,PA514,\\lais\landreg$\PoA\1989\PA514_1989.pdf,VF
1379,1989,PA513,\\lais\landreg$\PoA\1989\PA513_1989.pdf,VF
1380,1989,PA512,\\lais\landreg$\PoA\1989\PA512_1989.pdf,VF
1381,1989,PA511,\\lais\landreg$\PoA\1989\PA511_1989.pdf,VF
1382,1989,PA510,\\lais\landreg$\PoA\1989\PA510_1989.pdf,VF
1383,1989,PA509,\\lais\landreg$\PoA\1989\PA509_1989.pdf,VF
1384,1989,PA508,\\lais\landreg$\PoA\1989\PA508_1989.pdf,VF
1385,1989,PA506,\\lais\landreg$\PoA\1989\PA506_1989.pdf,VF
1386,1989,PA402,\\lais\landreg$\PoA\1989\PA402_1989.pdf,VF
1387,1989,PA505,\\lais\landreg$\PoA\1989\PA505_1989.pdf,VF
